"bloque_ingreso","promedio_2013","promedio_2023","crecimiento_porcentual"
"ingresos_altos",55.7887940423882,85.4172448918269,53.1082475576136
"ingresos_bajos",12.0037740816327,40.4373524822695,236.871988820116
